customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4795-KTRTH,Female,1,Yes,No,5,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",81,371.65,Yes
6356-ELRKD,Female,0,No,No,1,Yes,No,"Fiber optic",Yes,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.6,95.6,Yes
3177-LASXD,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",71.35,71.35,Yes
9300-RENDD,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",79.95,79.95,Yes
3106-ULWFW,Female,0,Yes,No,8,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",85.2,627.4,Yes
0925-VYDLG,Female,0,No,No,3,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",75.25,242,Yes
9787-XVQIU,Male,0,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",75.3,75.3,Yes
8051-HJRLT,Female,1,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.55,70.55,Yes
2737-YNGYW,Female,0,No,No,2,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",80.55,184.1,Yes
5159-YFPKQ,Female,0,No,No,2,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Electronic check",75.8,160.75,Yes
8699-ASUFO,Male,1,Yes,No,7,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",74.4,527.9,Yes
4695-WJZUE,Female,1,No,No,2,Yes,Yes,"Fiber optic",No,No,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",88.55,179.25,Yes
3988-RQIXO,Female,1,No,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",91.3,91.3,Yes
2514-GINMM,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",79.5,79.5,Yes
5931-FLJJF,Male,1,Yes,No,7,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",70.1,467.55,Yes
4285-GYRQC,Female,0,Yes,No,7,Yes,No,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",86.25,587.1,Yes
7216-EWTRS,Female,1,Yes,No,1,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.8,100.8,Yes
7181-BQYBV,Female,0,Yes,Yes,1,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",102.45,102.45,Yes
6204-IEUXJ,Female,0,No,No,3,Yes,No,"Fiber optic",No,No,Yes,Yes,No,No,Month-to-month,No,"Credit card (automatic)",80.1,217.55,Yes
4529-CKBCL,Female,0,No,No,2,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",80.2,146.05,Yes
2506-CLAKW,Female,0,No,No,6,Yes,No,"Fiber optic",Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",98.15,567.45,Yes
0151-ONTOV,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",70.9,70.9,Yes
4140-MUHUG,Female,1,No,No,3,Yes,No,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",86.85,220.95,Yes
7180-PISOG,Male,0,Yes,Yes,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.5,74.5,Yes
6140-QNRQQ,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",71.55,71.55,Yes
7488-MXJIV,Female,0,No,No,4,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",85.65,321.65,Yes
1846-XWOQN,Female,1,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.15,70.15,Yes
0235-KGSLC,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",85.55,85.55,Yes
3722-WPXTK,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",88.35,88.35,Yes
2929-ERCFZ,Female,0,Yes,Yes,8,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",94.2,777.3,Yes
7548-SEPYI,Female,0,No,No,5,Yes,No,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",96.25,512.45,Yes
8835-VSDSE,Female,0,Yes,No,2,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.7,141.45,Yes
7089-IVVAZ,Female,0,No,No,8,Yes,Yes,"Fiber optic",Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",103.35,847.3,Yes
2205-YMZZJ,Male,1,No,No,7,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",84.8,546.95,Yes
8481-YYXWG,Female,0,No,No,5,Yes,No,"Fiber optic",No,Yes,No,Yes,No,Yes,Month-to-month,Yes,"Electronic check",89.35,461.7,Yes
2609-IAICY,Female,0,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",77.15,77.15,Yes
8433-WXGNA,Male,0,No,No,2,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",75.7,189.2,Yes
3707-GNWHM,Male,0,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",74.25,74.25,Yes
8931-GJJIQ,Female,0,No,No,9,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",83.3,803.3,Yes
4277-PVRAN,Female,0,No,No,8,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",80.1,679.3,Yes
4910-GMJOT,Female,0,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",94.6,94.6,Yes
7576-OYWBN,Male,1,No,No,3,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",76.05,231.8,Yes
5976-JCJRH,Male,0,Yes,No,10,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.3,738.2,Yes
0137-OCGAB,Female,0,No,No,1,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Mailed check",80.2,80.2,Yes
5028-GZLDO,Male,0,No,No,2,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Credit card (automatic)",70.7,140.7,Yes
6861-XWTWQ,Male,1,Yes,No,7,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",99.25,665.45,Yes
6877-TJMBR,Male,0,Yes,No,1,Yes,No,"Fiber optic",No,No,No,Yes,Yes,No,Month-to-month,Yes,"Electronic check",84.8,84.8,Yes
2725-KXXWT,Male,0,Yes,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",90.75,90.75,Yes
9565-DJPIB,Female,0,No,Yes,4,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,No,Month-to-month,No,"Mailed check",89.6,365.65,Yes
2608-BHKFN,Female,0,No,No,4,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",70.05,266.9,Yes
7341-LXCAF,Male,0,Yes,No,4,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.65,301.4,Yes
8128-YVJRG,Female,0,No,No,7,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Mailed check",79.65,604.7,Yes
1569-TTNYJ,Male,0,Yes,No,5,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",78.75,412.1,Yes
2397-BRLOM,Male,1,Yes,Yes,8,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",80.45,583.45,Yes
7598-UAASY,Male,0,Yes,No,2,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,No,"Electronic check",76.4,151.8,Yes
7938-OUHIO,Male,0,No,No,3,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",98.7,293.65,Yes
8225-BTJAU,Male,1,No,No,10,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",79.25,793.55,Yes
3387-VATUS,Male,0,No,No,5,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",94.85,462.8,Yes
1143-NMNQJ,Female,0,No,No,2,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",85.7,169.8,Yes
1724-BQUHA,Male,1,No,No,5,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",89.5,477.7,Yes
4826-XTSOH,Male,1,Yes,No,1,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",86.05,86.05,Yes
6857-VWJDT,Female,0,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,No,"Mailed check",95.65,95.65,Yes
2691-NZETQ,Male,0,No,No,9,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",85.35,758.6,Yes
7295-JOMMD,Female,0,No,Yes,4,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",98.1,396.3,Yes
0709-TVGUR,Female,1,No,No,9,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.55,622.9,Yes
6023-YEBUP,Male,0,No,No,3,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.95,329.95,Yes
7209-JCUDS,Male,0,No,No,10,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",94.9,1048.85,Yes
0772-GYEQQ,Male,0,No,No,3,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,No,Month-to-month,Yes,"Mailed check",88.35,262.05,Yes
4102-OQUPX,Male,1,Yes,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.4,74.4,Yes
2265-CYWIV,Female,1,Yes,No,4,Yes,Yes,"Fiber optic",Yes,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",99.6,347.65,Yes
2004-OCQXK,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",81.95,81.95,Yes
2672-HUYVI,Female,0,No,No,6,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",91.1,455.3,Yes
7409-KIUTL,Female,1,No,Yes,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",71,71,Yes
0495-RVCBF,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",79.7,79.7,Yes
9747-DDZOS,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,No,"Bank transfer (automatic)",73.5,73.5,Yes
0564-JJHGS,Male,0,No,No,9,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.5,829.1,Yes
1428-GTBJJ,Male,0,No,No,11,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",74.55,824.75,Yes
7410-YTJIK,Female,0,No,No,7,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",75.45,480.75,Yes
4626-GYCZP,Male,0,No,No,7,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",93.85,635.6,Yes
2815-CPTUL,Male,1,No,No,5,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",70.25,331.9,Yes
3801-HMYNL,Male,0,Yes,Yes,1,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,No,"Mailed check",89.15,89.15,Yes
1761-AEZZR,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",79.55,79.55,Yes
7120-RFMVS,Male,0,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,No,"Electronic check",84.5,84.5,Yes
0876-WDUUZ,Female,0,No,No,5,Yes,No,"Fiber optic",No,No,No,Yes,No,Yes,Month-to-month,Yes,"Credit card (automatic)",85.4,425.9,Yes
7005-CCBKV,Male,0,No,No,6,Yes,No,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,Yes,"Electronic check",84.4,556.35,Yes
5277-ZLOOR,Female,1,No,No,2,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",85.55,187.45,Yes
6376-GAHQE,Male,0,No,No,4,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,No,"Electronic check",77.85,299.2,Yes
5052-PNLOS,Male,0,No,No,3,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",105.35,323.25,Yes
6979-ZNSFF,Female,0,No,No,8,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",87.05,762.1,Yes
5649-ANRML,Male,1,No,No,2,Yes,No,"Fiber optic",No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,"Credit card (automatic)",95.1,180.25,Yes
2919-HBCJO,Female,0,No,No,4,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",76.65,333.6,Yes
4236-XPXAV,Female,0,Yes,Yes,5,Yes,No,"Fiber optic",No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,"Mailed check",99.15,465.05,Yes
8149-RSOUN,Female,0,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",93.85,93.85,Yes
4013-UBXWQ,Female,0,No,No,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",74.65,521.1,Yes
7779-LGOVN,Male,1,Yes,No,10,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",86.65,856.65,Yes
6772-KSATR,Male,0,No,No,1,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",81.7,81.7,Yes
4210-QFJMF,Female,0,No,No,4,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",79.15,317.25,Yes
7786-WBJYI,Female,0,No,No,4,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",77.95,305.55,Yes
9885-CSMWE,Female,1,No,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,No,"Electronic check",78.45,78.45,Yes
3866-MDTUB,Female,0,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",70.75,146.9,Yes
8058-JMEQO,Female,1,No,No,9,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",84.45,762.5,Yes
0697-ZMSWS,Male,0,No,No,4,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",85.65,338.9,Yes
6015-VVHHE,Female,1,No,No,5,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",83.15,446.05,Yes
6347-DCUIK,Male,0,No,No,10,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",74.15,811.8,Yes
0897-FEGMU,Female,0,Yes,No,11,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",99.5,1056.95,Yes
9124-LHCJQ,Female,0,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Mailed check",85.45,85.45,Yes
2516-VQRRV,Female,1,No,No,2,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",75.45,158.4,Yes
5178-LMXOP,Male,1,Yes,No,1,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.1,95.1,Yes
8185-UPYBR,Male,0,Yes,No,6,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",75.5,438,Yes
4585-HETAI,Female,0,Yes,Yes,4,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Electronic check",73.75,325.45,Yes
4951-UKAAQ,Female,0,No,No,4,Yes,Yes,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,Yes,"Electronic check",88.95,355.2,Yes
4112-LUEIZ,Male,0,No,No,10,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",89.5,863.1,Yes
7274-RTAPZ,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",90.55,90.55,Yes
3834-XUIFC,Male,0,No,No,7,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Mailed check",85.2,602.55,Yes
8414-MYSHR,Male,1,No,No,5,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",91.4,449.75,Yes
6221-AVQYL,Male,0,No,No,2,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",73.25,131.05,Yes
5569-KGJHX,Female,0,Yes,Yes,9,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",85.35,754.65,Yes
4988-IQIGL,Male,1,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",75.35,75.35,Yes
4706-AXVKM,Female,1,No,No,11,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",84.8,906.85,Yes
3746-EUBYR,Male,0,Yes,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",74.6,74.6,Yes
7594-RQHXR,Female,0,No,Yes,1,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",79.6,79.6,Yes
1624-NALOJ,Male,1,No,No,5,Yes,Yes,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,Yes,"Electronic check",89.8,502.6,Yes
0260-ZDLGK,Female,0,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Mailed check",72.9,651.4,Yes
6210-KBBPI,Male,1,No,No,9,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",99.45,919.4,Yes
0133-BMFZO,Female,0,No,No,2,Yes,No,"Fiber optic",Yes,Yes,No,Yes,No,No,Month-to-month,Yes,"Electronic check",86.25,181.65,Yes
9540-JYROE,Male,0,No,No,8,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",70.1,551.35,Yes
2260-USTRB,Female,1,No,No,2,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",70.2,115.95,Yes
8816-VXNZD,Female,0,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",75.1,75.1,Yes
9488-HGMJH,Female,1,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",71.15,71.15,Yes
6688-UZPWD,Female,0,Yes,No,11,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",102,1145.35,Yes
0968-GSIKN,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",70.8,70.8,Yes
9057-SIHCH,Female,0,No,No,3,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",96.6,291.9,Yes
2645-QTLMB,Male,0,No,No,7,Yes,No,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",94.25,669,Yes
4424-TKOPW,Male,1,No,No,2,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",93.85,196.75,Yes
8443-ZRDBZ,Male,0,No,No,4,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",76.05,318.9,Yes
7479-NITWS,Male,0,No,No,7,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Credit card (automatic)",89.35,631.85,Yes
2959-MJHIC,Male,0,Yes,No,4,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",80.35,307.4,Yes
5960-WPXQM,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",79.05,79.05,Yes
0684-AOSIH,Male,0,Yes,No,1,Yes,No,"Fiber optic",Yes,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95,95,Yes
8337-UPOAQ,Male,1,Yes,No,10,Yes,Yes,"Fiber optic",No,No,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",89.8,914.3,Yes
8644-XLFBW,Male,1,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",71.65,71.65,Yes
9306-CPCBC,Female,0,No,No,3,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.25,210.3,Yes
1833-VGRUM,Female,1,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.2,74.2,Yes
2656-TABEH,Male,0,Yes,No,4,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.2,420.2,Yes
3932-CMDTD,Female,0,No,No,4,Yes,No,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Electronic check",105.65,443.9,Yes
0812-WUPTB,Male,1,Yes,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",70.85,70.85,Yes
0004-TLHLJ,Male,0,No,No,4,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Electronic check",73.9,280.85,Yes
5299-SJCZT,Male,0,No,No,3,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",101.55,298.35,Yes
4503-BDXBD,Male,0,No,No,11,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,No,"Electronic check",74.95,815.5,Yes
6086-ESGRL,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Credit card (automatic)",80.15,80.15,Yes
6372-RFVNS,Female,0,Yes,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,No,"Electronic check",78.8,78.8,Yes
9025-AOMKI,Female,0,No,No,6,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",93.55,536.4,Yes
5275-SQEIZ,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Mailed check",80.85,80.85,Yes
1304-NECVQ,Female,1,No,No,2,Yes,Yes,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Electronic check",78.55,149.55,Yes
8945-GRKHX,Female,0,No,Yes,1,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",78.65,78.65,Yes
4505-EXZHB,Female,1,No,No,6,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,No,"Electronic check",74.4,434.1,Yes
4587-VVTOX,Female,0,Yes,No,6,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",105.3,545.2,Yes
8972-HJWNV,Female,1,Yes,No,7,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",84.55,646.85,Yes
7625-XCQRH,Female,0,No,No,11,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",76.5,837.95,Yes
1731-TVIUK,Female,0,No,No,4,Yes,Yes,"Fiber optic",No,Yes,No,Yes,No,Yes,Month-to-month,Yes,"Electronic check",93.5,362.2,Yes
2984-MIIZL,Male,0,No,No,4,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",74.8,321.9,Yes
1915-IOFGU,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",70.5,70.5,Yes
3045-XETSH,Female,0,No,No,10,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",94.85,953.45,Yes
2777-PHDEI,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,No,"Electronic check",78.05,78.05,Yes
1196-AMORA,Male,0,No,No,7,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",73.6,520,Yes
4282-YMKNA,Female,0,No,No,9,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.75,706.6,Yes
5597-GLBUC,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",85.45,85.45,Yes
4229-CZMLL,Male,0,No,No,6,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.9,469.8,Yes
0495-ZBNGW,Male,1,Yes,No,5,Yes,Yes,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",79.9,343.95,Yes
3737-GCSPV,Female,0,Yes,No,11,Yes,Yes,"Fiber optic",Yes,No,No,Yes,Yes,No,Month-to-month,Yes,"Credit card (automatic)",96.2,1222.05,Yes
5797-APWZC,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,No,"Electronic check",90.6,90.6,Yes
